PassengerId,Survived,Class,Name,SibSp,Parch,Ticket,Fare,Cabin,Age,Hometown,Boarded,Destination,Gender
713,Sí,1,"Taylor, Mr. Elmer Zebley",1,0,19996,52.0,C126,48,"London, England, UK",Southampton,"East Orange, New Jersey, US",M
714,No,3,"Larsson, Mr. August Viktor",0,0,7545,9.48,unknown,29,"Stamford, Connecticut, US",Southampton,"Stamford, Connecticut, US",M
715,No,2,"Greenberg, Mr. Samuel",0,0,250647,13.0,unknown,52,"Bronx, New York, US",Southampton,"Bronx, New York, US",M
716,No,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,0,348124,7.65,F G73,19,"Ålesund, Møre og Romsdal, Norway",Southampton,"Minneapolis, Minnesota, US",M
717,Sí,1,"Endres, Miss. Caroline Louise",0,0,PC 17757,227.52,C45,39,"New York, New York, US",Cherbourg,"New York, New York, US",F
718,Sí,2,"Troutt, Miss. Edwina Celia ""Winnie""",0,0,34218,10.5,E101,27,"Bath, Somerset, England",Southampton,"Auburndale, Florida, US",F
719,No,3,"McEvoy, Mr. Michael",0,0,36568,15.5,unknown,19,"Dublin, Ireland",Queenstown,"New York, New York, US",M
720,No,3,"Johnson, Mr. Malkolm Joackim",0,0,347062,7.78,unknown,33,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US",M
721,Sí,2,"Harper, Miss. Annie Jessie ""Nina""",0,1,248727,33.0,unknown,6,"London, England",Southampton,"Chicago, Illinois, US",F
722,No,3,"Jensen, Mr. Svend Lauritz",1,0,350048,7.05,unknown,17,"Eskilstrup, Denmark",Southampton,"Portland, Oregon, US",M
723,No,2,"Gillespie, Mr. William Henry",0,0,12233,13.0,unknown,34,"Abbeyleix, Laois, Ireland[note 1]",Southampton,"Vancouver, British Columbia, Canada",M
724,No,2,"Hodges, Mr. Henry Price",0,0,250643,13.0,unknown,50,"Southampton, Hampshire, England",Southampton,"Boston, Massachusetts, US",M
725,Sí,1,"Chambers, Mr. Norman Campbell",1,0,113806,53.1,E8,27,"New York, New York, US",Southampton,"New York, New York, US",M
726,No,3,"Oreskovic, Mr. Luka",0,0,315094,8.66,unknown,20,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US",M
727,Sí,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",3,0,31027,21.0,unknown,30,"Elizabeth, New Jersey, US",Southampton,"Elizabeth, New Jersey, US",F
728,Sí,3,"Mannion, Miss. Margareth",0,0,36866,7.74,unknown,28,"Caltra, Galway, Ireland",Queenstown,"New York, New York, US",F
729,No,2,"Bryhl, Mr. Kurt Arnold Gottfrid",1,0,236853,26.0,unknown,25,"Skara, Västergötland, Sweden",Southampton,"Rockford, Illinois, US",M
730,No,3,"Ilmakangas, Miss. Pieta Sofia",1,0,STON/O2. 3101271,7.92,unknown,25,"Paavola, Northern Ostrobothnia, Finland",Southampton,"New York, New York, US",F
731,Sí,1,"Allen, Miss. Elisabeth Walton",0,0,24160,211.34,B5,29,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US",F
732,No,3,"Hassan, Mr. Houssein G N",0,0,2699,18.79,unknown,11,"Fredericksburg, Virginia, US",Cherbourg,"Fredericksburg, Virginia, US",M
733,No,2,"Knight, Mr. Robert J",0,0,239855,0.0,unknown,39,"Belfast, Ireland",Belfast,"New York, New York, US",M
734,No,2,"Berriman, Mr. William John",0,0,28425,13.0,unknown,23,"St. Ives, Cornwall, England",Southampton,"Calumet, Michigan, US",M
735,No,2,"Troupiansky, Mr. Moses Aaron",0,0,233639,13.0,unknown,23,"London, England",Southampton,"New York, New York, US",M
736,No,3,"Williams, Mr. Leslie",0,0,54636,16.1,unknown,28,"Tonypandy, Glamorgan, Wales",Southampton,"New York, New York, US",M
737,No,3,"Ford, Mrs. Edward (Margaret Ann Watson)",1,3,W./C. 6608,34.38,unknown,48,"Rotherfield, East Sussex, England",Southampton,"Essex County, New Jersey, US",F
738,Sí,1,"Lesurer, Mr. Gustave J",0,0,PC 17755,512.33,B101,35,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US",M
739,No,3,"Ivanoff, Mr. Kanio",0,0,349201,7.9,unknown,20,"Malka Ribnya, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US",M
740,No,3,"Nankoff, Mr. Minko",0,0,349218,7.9,unknown,32,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",M
741,Sí,1,"Hawksford, Mr. Walter James",0,0,16988,30.0,D45,45,"Kingston, Surrey, England, UK",Southampton,"New York, New York, US",M
742,No,1,"Cavendish, Mr. Tyrell William",1,0,19877,78.85,C46,36,"London, England, UK",Southampton,"New York, New York, US",M
743,Sí,1,"Ryerson, Miss. Susan Parker ""Suzette""",2,2,PC 17608,262.38,B57 B59 B63 B66,21,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US",F
744,No,3,"McNamee, Mr. Neal",1,0,376566,16.1,unknown,27,"Convoy, Donegal, Ireland, England",Southampton,"Philadelphia, Pennsylvania, US",M
745,Sí,3,"Stranden, Mr. Juho",0,0,STON/O 2. 3101288,7.92,unknown,31,"Muljula, Kitee, Finland",Southampton,"Duluth, Minnesota, US",M
746,No,1,"Crosby, Capt. Edward Gifford",1,1,WE/P 5735,71.0,B22,70,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US",M
747,No,3,"Abbott, Mr. Rossmore Edward",1,1,C.A. 2673,20.25,unknown,16,"East Providence, Rhode Island, US",Southampton,"East Providence, Rhode Island, US",M
748,Sí,2,"Sinkkonen, Miss. Anna",0,0,250648,13.0,unknown,30,"Turku, Finland, Russian Empire[note 6]",Southampton,"Brighton, Boston, Massachusetts, US",F
749,No,1,"Marvin, Mr. Daniel Warner",1,0,113773,53.1,D30,18,"New York, New York, US",Southampton,"New York, New York, US",M
750,No,3,"Connaghton, Mr. Michael",0,0,335097,7.75,unknown,31,"Brooklyn, New York, US",Queenstown,"Brooklyn, New York, US",M
751,Sí,2,"Wells, Miss. Joan",1,1,29103,23.0,unknown,4,"Heamoor, Cornwall, England",Southampton,"Akron, Ohio, US",F
752,Sí,3,"Moor, Master. Meier",0,1,392096,12.48,E121,7,"Unknown, Russia",Southampton,"Chicago, Illinois, US",M
753,No,3,"Vande Velde, Mr. Johannes Joseph",0,0,345780,9.5,unknown,35,"Denderhoutem, Belgium",Southampton,"New York, New York, US",M
754,No,3,"Jonkoff, Mr. Lalio",0,0,349204,7.9,unknown,23,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US",M
755,Sí,2,"Herman, Mrs. Samuel (Jane Laver)",1,2,220845,65.0,unknown,48,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US",F
756,Sí,2,"Hamalainen, Master. Viljo",1,1,250649,14.5,unknown,1,"Detroit, Michigan, US",Southampton,"Detroit, Michigan, US",M
757,No,3,"Carlsson, Mr. August Sigfrid",0,0,350042,7.8,unknown,24,"Dagsås, Halland, Sweden",Southampton,"Tower, Minnesota, US",M
758,No,2,"Bailey, Mr. Percy Andrew",0,0,29108,11.5,unknown,18,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",M
759,No,3,"Theobald, Mr. Thomas Leonard",0,0,363294,8.05,unknown,34,"Strood, Kent, England",Southampton,"Detroit, Michigan, US",M
760,Sí,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",0,0,110152,86.5,B77,34,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada",F
761,No,3,"Garfirth, Mr. John",0,0,358585,14.5,unknown,21,"Wollaston, Northamptonshire, England",Southampton,"Kitchener, Ontario, Canada",M
762,No,3,"Nirva, Mr. Iisakki Antino Aijo",0,0,SOTON/O2 3101272,7.12,unknown,41,"Kauhajoki, Finland",Southampton,"Sudbury, Ontario, Canada",M
763,Sí,3,"Barah, Mr. Hanna Assi",0,0,2663,7.23,unknown,27,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",M
764,Sí,1,"Carter, Mrs. William Ernest (Lucile Polk)",1,2,113760,120.0,B96 B98,36,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",F
765,No,3,"Eklund, Mr. Hans Linus",0,0,347074,7.78,unknown,16,"Kårberg, Örebro, Sweden",Southampton,"Jerome Junction, Arizona, US",M
766,Sí,1,"Hogeboom, Mrs. John C (Anna Andrews)",1,0,13502,77.96,D11,51,"Hudson, New York, US",Cherbourg,"Hudson, New York, US",F
767,No,1,"Brewe, Dr. Arthur Jackson",0,0,112379,39.6,unknown,45,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US",M
768,No,3,"Mangan, Miss. Mary",0,0,364850,7.75,unknown,32,"Carrowkehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US",F
769,No,3,"Moran, Mr. Daniel J",1,0,371110,24.15,unknown,27,"Askeaton, Limerick, Ireland",Queenstown,"Brooklyn, New York, US",M
770,No,3,"Gronnestad, Mr. Daniel Danielsen",0,0,8471,8.36,unknown,32,"Bokn, Norway",Southampton,"Portland, North Dakota, US",M
771,No,3,"Lievens, Mr. Rene Aime",0,0,345781,9.5,unknown,24,"Haaltert, Belgium",Southampton,"Detroit, Michigan, US",M
772,No,3,"Jensen, Mr. Niels Peder",0,0,350047,7.85,unknown,48,"Portland, Oregon, US",Southampton,"Portland, Oregon, US",M
773,No,2,"Mack, Mrs. (Mary)",0,0,S.O./P.P. 3,10.5,E77,57,"Southampton, Hampshire, England",Southampton,"New York, New York, US",F
774,No,3,"Elias, Mr. Dibo",0,0,2674,7.22,unknown,29,"Unknown, Lebanon",Cherbourg,"New York, New York, US",M
775,Sí,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",1,3,29105,23.0,unknown,54,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",F
776,No,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,0,347078,7.75,unknown,18,"Kristinehamn, Värmland, Sweden",Southampton,"Chicago, Illinois, US",M
777,No,3,"Tobin, Mr. Roger",0,0,383121,7.75,F38,20,"Cahir, Tipperary, Ireland",Queenstown,"New York, New York, US",M
778,Sí,3,"Emanuel, Miss. Virginia Ethel",0,0,364516,12.48,unknown,6,"New York City, New York, US",Southampton,"New York, New York, US",F
779,No,3,"Kilgannon, Mr. Thomas J",0,0,36865,7.74,unknown,22,"Currafarry, Galway, Ireland",Queenstown,"New York, New York, US",M
780,Sí,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",0,1,24160,211.34,B3,43,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US",F
781,Sí,3,"Ayoub, Miss. Banoura",0,0,2687,7.23,unknown,15,"Beirut, Lebanon",Cherbourg,"Owen Sound, Ontario, Canada",F
782,Sí,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,0,17474,57.0,B20,17,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada",F
783,No,1,"Long, Mr. Milton Clyde",0,0,113501,30.0,D6,29,"Springfield, Massachusetts, US",Southampton,"Springfield, Massachusetts, US",M
784,No,3,"Johnston, Mr. Andrew G",1,2,W./C. 6607,23.45,unknown,35,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US",M
785,No,3,"Ali, Mr. William",0,0,SOTON/O.Q. 3101312,7.05,unknown,25,"Buenos Aires, Argentina",Southampton,"New York, New York, US",M
786,No,3,"Harmer, Mr. Abraham (David Lishin)",0,0,374887,7.25,unknown,25,"Manchester, England",Southampton,"Montreal, Quebec, Canada",M
787,Sí,3,"Sjoblom, Miss. Anna Sofia",0,0,3101265,7.5,unknown,18,"Munsala, Finland",Southampton,"Olympia, Washington, US",F
788,No,3,"Rice, Master. George Hugh",4,1,382652,29.12,unknown,8,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US",M
789,Sí,3,"Dean, Master. Bertram Vere",1,2,C.A. 2315,20.58,unknown,1,"Bartley Farm, Hampshire, England",Southampton,"Wichita, Kansas, US",M
790,No,1,"Guggenheim, Mr. Benjamin",0,0,PC 17593,79.2,B82 B84,46,"Paris, France",Cherbourg,"New York, New York, US",M
791,No,3,"Keane, Mr. Andrew ""Andy""",0,0,12460,7.75,unknown,23,"Athenry, Galway, Ireland",Queenstown,"Auburndale, Florida, US",M
792,No,2,"Gaskell, Mr. Alfred",0,0,239865,26.0,unknown,18,"Liverpool, Merseyside, England",Southampton,"Montreal, Quebec, Canada",M
793,No,3,"Sage, Miss. Stella Anna",8,2,CA. 2343,69.55,unknown,20,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",F
794,No,1,"Hoyt, Mr. William Fisher",0,0,PC 17600,30.7,unknown,42,"New York, New York, US",Cherbourg,"New York, New York, US",M
795,No,3,"Dantcheff, Mr. Ristiu",0,0,349203,7.9,unknown,25,"Terziysko, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US",M
796,No,2,"Otter, Mr. Richard",0,0,28213,13.0,unknown,39,"Middleburg Heights, Ohio, US",Southampton,"Middleburg Heights, Ohio, US",M
797,Sí,1,"Leader, Dr. Alice (Farnham)",0,0,17465,25.93,D17,49,"New York, New York, US",Southampton,"New York, New York, US",F
798,Sí,3,"Osman, Mrs. Mara",0,0,349244,8.68,unknown,31,"Vagovina, Croatia",Southampton,"Steelton, Pennsylvania, US",F
799,No,3,"Ibrahim Shawah, Mr. Yousseff",0,0,2685,7.23,unknown,33,"Beirut, Lebanon",Cherbourg,"New York, New York, US",M
800,No,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",1,1,345773,24.15,unknown,30,"Kerksken, Belgium",Southampton,"Detroit, Michigan, US",F
801,No,2,"Ponesell, Mr. Martin",0,0,250647,13.0,unknown,34,"Southampton, Hampshire, England",Southampton,"New York, New York, US",M
802,Sí,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",1,1,C.A. 31921,26.25,unknown,31,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US",F
803,Sí,1,"Carter, Master. William Thornton II",1,2,113760,120.0,B96 B98,11,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",M
804,Sí,3,"Thomas, Master. Assad Alexander",0,1,2625,8.52,unknown,0,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US",M
805,Sí,3,"Hedman, Mr. Oskar Arvid",0,0,347089,6.98,unknown,27,"St. Paul, Minnesota, US",Southampton,"St. Paul, Minnesota, US",M
806,No,3,"Johansson, Mr. Karl Johan",0,0,347063,7.78,unknown,31,"Duluth, Minnesota, US",Southampton,"Duluth, Minnesota, US",M
807,No,1,"Andrews, Mr. Thomas Jr",0,0,112050,0.0,A36,39,"Belfast, Ireland, UK",Belfast,"New York, New York, US",M
808,No,3,"Pettersson, Miss. Ellen Natalia",0,0,347087,7.78,unknown,18,"Stockholm, Uppland, Sweden",Southampton,"Iron Mountain, Michigan, US",F
809,No,2,"Meyer, Mr. August",0,0,248723,13.0,unknown,31,"Harrow, London, England",Southampton,"New York, New York, US",M
810,Sí,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,0,113806,53.1,E8,32,"New York, New York, US",Southampton,"New York, New York, US",F
811,No,3,"Alexander, Mr. William",0,0,3474,7.89,unknown,23,"Great Yarmouth, Norfolk, England",Southampton,"Albion, Michigan, US",M
812,No,3,"Lester, Mr. James",0,0,A/4 48871,24.15,unknown,39,"West Bromwich, Staffordshire, England",Southampton,"Pontiac, Michigan, US",M
813,No,2,"Slemen, Mr. Richard James",0,0,28206,10.5,unknown,35,"Landrake, Cornwall, England",Southampton,"Nashua, New Hampshire, US",M
814,No,3,"Andersson, Miss. Ebba Iris Alfrida",4,2,347082,31.28,unknown,6,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada",F
815,No,3,"Tomlin, Mr. Ernest Portage",0,0,364499,8.05,unknown,22,"Portage la Prairie, Manitoba, Canada",Southampton,"Des Moines, Iowa, US",M
816,No,1,"Fry, Mr. Richard",0,0,112058,0.0,B102,39,"Liverpool, Merseyside, England, UK",Southampton,"New York, New York, US",M
817,No,3,"Heininen, Miss. Wendla Maria",0,0,STON/O2. 3101290,7.92,unknown,23,"Turku, Finland",Southampton,"New York, New York, US",F
818,No,2,"Mallet, Mr. Albert",1,1,S.C./PARIS 2079,37.0,unknown,31,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",M
819,No,3,"Holm, Mr. John Fredrik Alexander",0,0,C 7075,6.45,unknown,43,"Karlshamn, Blekinge, Sweden",Southampton,"New York, New York, US",M
820,No,3,"Skoog, Master. Karl Thorsten",3,2,347088,27.9,unknown,11,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US",M
821,Sí,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,1,12749,93.5,B69,52,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",F
822,Sí,3,"Lulic, Mr. Nikola",0,0,315098,8.66,unknown,29,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US",M
823,No,1,"Reuchlin, Jonkheer. John George",0,0,19972,0.0,unknown,38,"Rotterdam, The Netherlands",Southampton,"New York, New York, US",M
824,Sí,3,"Moor, Mrs. (Beila)",0,1,392096,12.48,E121,29,"Unknown, Russia",Southampton,"Chicago, Illinois, US",F
825,No,3,"Panula, Master. Urho Abraham",4,1,3101295,39.69,unknown,2,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US",M
826,No,3,"Flynn, Mr. John",0,0,368323,6.95,unknown,42,"Clonbur, Galway, Ireland",Queenstown,"Pittsburgh, Pennsylvania, US",M
827,No,3,"Lam, Mr. Len",0,0,1601,56.5,unknown,23,"Hong Kong, China",Southampton,"New York, New York, US",M
828,Sí,2,"Mallet, Master. Andre",0,2,S.C./PARIS 2079,37.0,unknown,1,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",M
829,Sí,3,"McCormack, Mr. Thomas Joseph",0,0,367228,7.75,unknown,19,"Bayonne, New Jersey, US",Queenstown,"Guttenberg, New Jersey, US",M
830,Sí,1,"Stone, Mrs. George Nelson (Martha Evelyn)",0,0,113572,80.0,B28,62,"New York, New York, US",Southampton,"New York, New York, US",F
831,Sí,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",1,0,2659,14.45,unknown,15,"Unknown, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",F
832,Sí,2,"Richards, Master. George Sibley",1,1,29106,18.75,unknown,0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",M
833,No,3,"Saad, Mr. Amin",0,0,2671,7.23,unknown,30,"Tebnine, Lebanon",Cherbourg,"New York, New York, US",M
834,No,3,"Augustsson, Mr. Albert",0,0,347468,7.85,unknown,23,"Krakoryd, Småland, Sweden",Southampton,"Bloomington, Indiana, US",M
835,No,3,"Allum, Mr. Owen George",0,0,2223,8.3,unknown,15,"Southall, London, England",Southampton,"New York, New York, US",M
836,Sí,1,"Compton, Miss. Sara Rebecca",1,1,PC 17756,83.16,E49,39,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US",F
837,No,3,"Pasic, Mr. Jakob",0,0,315097,8.66,unknown,21,"Streklevac, Slovenia",Southampton,"Aurora, Illinois, US",M
838,No,3,"Sirota, Mr. Maurice",0,0,392092,8.05,unknown,20,"London, England",Southampton,"New York, New York, US",M
839,Sí,3,"Chip, Mr. Chang",0,0,1601,56.5,unknown,32,"Hong Kong, China",Southampton,"New York, New York, US",M
840,Sí,1,"Marechal, Mr. Pierre",0,0,11774,29.7,C47,28,"Paris, France",Cherbourg,"New York, New York, US",M
841,No,3,"Alhomaki, Mr. Ilmari Rudolf",0,0,SOTON/O2 3101287,7.92,unknown,19,"Salo, Finland",Southampton,"Astoria, Oregon, US",M
842,No,2,"Mudd, Mr. Thomas Charles",0,0,S.O./P.P. 3,10.5,unknown,16,"Huntingfield, Suffolk, England",Southampton,"New York, New York, US",M
843,Sí,1,"Serepeca, Miss. Augusta",0,0,113798,31.0,unknown,30,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",F
844,No,3,"Lemberopolous, Mr. Peter L",0,0,2683,6.44,unknown,30,"Áyios Sóstis, Greece",Cherbourg,"Stamford, Connecticut US",M
845,No,3,"Culumovic, Mr. Jeso",0,0,315090,8.66,unknown,17,"Lipova Glavica, Croatia",Southampton,"Hammond, Indiana, US",M
846,No,3,"Abbing, Mr. Anthony",0,0,C.A. 5547,7.55,unknown,40,"Cincinnati, Ohio, US",Southampton,"Cincinnati, Ohio, US",M
847,No,3,"Sage, Mr. Douglas Bullen",8,2,CA. 2343,69.55,unknown,18,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",M
848,No,3,"Markoff, Mr. Marin",0,0,349213,7.9,unknown,35,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US",M
849,No,2,"Harper, Rev. John",0,1,248727,33.0,unknown,39,"London, England",Southampton,"Chicago, Illinois, US",M
850,Sí,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",1,0,17453,89.1,C92,40,"Paris, France",Cherbourg,"New York, New York, US",F
851,No,3,"Andersson, Master. Sigvard Harald Elias",4,2,347082,31.28,unknown,4,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada",M
852,No,3,"Svensson, Mr. Johan",0,0,347060,7.78,unknown,74,"Reftele, Småland, Sweden",Southampton,"Effington Rut, South Dakota, US",M
853,No,3,"Boulos, Miss. Nourelain",1,1,2678,15.25,unknown,7,"Unknown, Lebanon",Cherbourg,"Kent, British Columbia, Canada",F
854,Sí,1,"Lines, Miss. Mary Conover",0,1,PC 17592,39.4,D28,16,"Paris, France",Cherbourg,"Hanover, New Hampshire, US",F
855,No,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",1,0,244252,26.0,unknown,45,"London, England, UK",Southampton,"New York, New York, US",F
856,Sí,3,"Aks, Mrs. Sam (Leah Rosen)",0,1,392091,9.35,unknown,18,"London, England",Southampton,"Norfolk, Virginia, US",F
857,Sí,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",1,1,36928,164.87,unknown,45,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US",F
858,Sí,1,"Daly, Mr. Peter Denis ",0,0,113055,26.55,E17,51,"Lima, Peru",Southampton,"Lima, Peru",M
859,Sí,3,"Baclini, Mrs. Solomon (Latifa Qurban)",0,3,2666,19.26,unknown,24,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US",F
860,No,3,"Razi, Mr. Raihed",0,0,2629,7.23,unknown,30,"Tebnine, Lebanon",Cherbourg,"New York, New York, US",M
861,No,3,"Hansen, Mr. Claus Peter",2,0,350026,14.11,unknown,41,"Racine, Wisconsin, US",Southampton,"Racine, Wisconsin, US",M
862,No,2,"Giles, Mr. Frederick Edward",1,0,28134,11.5,unknown,20,"Porthleven, Cornwall, England",Southampton,"Camden, New Jersey, US",M
863,Sí,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",0,0,17466,25.93,D17,46,"New York, New York, US",Southampton,"New York, New York, US",F
864,No,3,"Sage, Miss. Dorothy Edith ""Dolly""",8,2,CA. 2343,69.55,unknown,14,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",F
865,No,2,"Gill, Mr. John William",0,0,233866,13.0,unknown,24,"Clevedon, North Somerset England",Southampton,"New York, New York, US",M
866,Sí,2,"Bystrom, Mrs. (Karolina)",0,0,236852,13.0,unknown,42,"New York, New York, US",Southampton,"New York, New York, US",F
867,Sí,2,"Duran y More, Miss. Asuncion",1,0,SC/PARIS 2149,13.86,unknown,27,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba",F
868,No,1,"Roebling, Mr. Washington Augustus II",0,0,PC 17590,50.5,A24,31,"Trenton, New Jersey, US",Southampton,"Trenton, New Jersey, US",M
869,No,3,"van Melkebeke, Mr. Philemon",0,0,345777,9.5,unknown,23,"Haaltert, East Flanders, Belgium",Southampton,"Detroit, Michigan, US",M
870,Sí,3,"Johnson, Master. Harold Theodor",1,1,347742,11.13,unknown,4,"St. Charles, Illinois, US",Southampton,"St. Charles, Illinois, US",M
871,No,3,"Balkic, Mr. Cerin",0,0,349248,7.9,unknown,26,"Bosanska Krupa, Bosnia",Southampton,"Harrisburg, Pennsylvania, US",M
872,Sí,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,1,11751,52.55,D35,46,"New York, New York, US",Southampton,"New York, New York, US",F
873,No,1,"Carlsson, Mr. Frans Olof",0,0,695,5.0,B51 B53 B55,33,"New York, New York, US",Southampton,"New York, New York, US",M
874,No,3,"Vander Cruyssen, Mr. Victor",0,0,345765,9.0,unknown,46,"Zwevezele, Belgium",Southampton,"Detroit, Michigan, US",M
875,Sí,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,0,P/PP 3381,24.0,unknown,28,Russia,Cherbourg,"New York, New York, US",F
876,Sí,3,"Najib, Miss. Adele Kiamie ""Jane""",0,0,2667,7.22,unknown,15,"El Shweir, Lebanon",Cherbourg,"Brooklyn, New York, US",F
877,No,3,"Gustafsson, Mr. Alfred Ossian",0,0,7534,9.85,unknown,19,"Kokkola, Finland",Southampton,"Waukegan, Illinois, US",M
878,No,3,"Petroff, Mr. Nedelio",0,0,349212,7.9,unknown,19,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US",M
879,No,3,"Laleff, Mr. Kristo",0,0,349217,7.9,unknown,23,"Knezhni Lak, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US",M
880,Sí,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",0,1,11767,83.16,C50,56,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US",F
881,Sí,2,"Shelley, Mrs. William (Imanita Parrish Hall)",0,1,230433,26.0,unknown,25,"Deer Lodge, Montana, US",Southampton,"Deer Lodge, Montana, US",F
882,No,3,"Markun, Mr. Johann",0,0,349257,7.9,unknown,33,"Milje, Slovenia",Cherbourg,"New York, New York, US",M
883,No,3,"Dahlberg, Miss. Gerda Ulrika",0,0,7552,10.52,unknown,22,"Stockholm, Sweden",Southampton,"Chicago, Illinois, US",F
884,No,2,"Banfield, Mr. Frederick James",0,0,C.A./SOTON 34068,10.5,unknown,28,"Plymouth, Devon, England",Southampton,"Houghton, Michigan, US",M
885,No,3,"Sutehall, Mr. Henry Jr",0,0,SOTON/OQ 392076,7.05,unknown,25,"London, England",Southampton,"Buffalo, New York, US",M
886,No,3,"Rice, Mrs. William (Margaret Norton)",0,5,382652,29.12,unknown,39,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US",F
887,No,2,"Montvila, Rev. Juozas",0,0,211536,13.0,unknown,27,"Gudinė, Lithuania [76]",Southampton,"Worcester, Massachusetts, US",M
888,Sí,1,"Graham, Miss. Margaret Edith",0,0,112053,30.0,B42,19,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US",F
889,No,3,"Johnston, Miss. Catherine Helen ""Carrie""",1,2,W./C. 6607,23.45,unknown,7,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US",F
890,Sí,1,"Behr, Mr. Karl Howell",0,0,111369,30.0,C148,26,"New York, New York, US",Cherbourg,"New York, New York, US",M
891,No,3,"Dooley, Mr. Patrick",0,0,370376,7.75,unknown,43,"Patrickswell, Limerick, Ireland",Queenstown,"New York, New York, US",M
